"Date","REAINTRATREARAT1YE"
1982-01-01,4.3435848
1982-02-01,6.706843
1982-03-01,7.6732381
1982-04-01,8.1663554
1982-05-01,8.2654055
1982-06-01,9.2860217
1982-07-01,7.451547
1982-08-01,5.6719871
1982-09-01,3.3024834
1982-10-01,4.6296824
1982-11-01,5.7572395
1982-12-01,5.3496353
1983-01-01,4.6991893
1983-02-01,4.8695216
1983-03-01,5.3038169
1983-04-01,5.0879658
1983-05-01,5.2980312
1983-06-01,5.9606235
1983-07-01,4.7254495
1983-08-01,5.7389811
1983-09-01,5.4729138
1983-10-01,4.9258604
1983-11-01,4.6175617
1983-12-01,4.4511733
1984-01-01,5.3548319
1984-02-01,5.2046154
1984-03-01,5.6023441
1984-04-01,5.3643326
1984-05-01,5.3702453
1984-06-01,5.3761663
1984-07-01,6.2949869
1984-08-01,6.0669561
1984-09-01,6.4340674
1984-10-01,6.8646364
1984-11-01,6.3820939
1984-12-01,5.7547711
1985-01-01,5.1362167
1985-02-01,4.792826
1985-03-01,4.5414936
1985-04-01,5.7171796
1985-05-01,4.9895049
1985-06-01,3.5209103
1985-07-01,4.4601715
1985-08-01,4.2583367
1985-09-01,4.1177473
1985-10-01,4.0826807
1985-11-01,4.2082525
1985-12-01,4.4588181
1986-01-01,4.2948841
1986-02-01,4.4831766
1986-03-01,5.3159226
1986-04-01,5.1160155
1986-05-01,4.9667413
1986-06-01,4.4915424
1986-07-01,3.5049368
1986-08-01,3.3550985
1986-09-01,2.9964129
1986-10-01,2.7660447
1986-11-01,2.6917657
1986-12-01,2.4178807
1987-01-01,2.4841329
1987-02-01,2.2860399
1987-03-01,3.2924154
1987-04-01,2.5040952
1987-05-01,2.1089003
1987-06-01,2.8541465
1987-07-01,2.2699856
1987-08-01,2.5736129
1987-09-01,2.3782102
1987-10-01,3.6536838
1987-11-01,3.4340067
1987-12-01,2.4127504
1988-01-01,2.4716843
1988-02-01,2.8574932
1988-03-01,2.69979
1988-04-01,2.8051164
1988-05-01,2.9078451
1988-06-01,3.1271125
1988-07-01,2.519765
1988-08-01,3.2387426
1988-09-01,3.3583363
1988-10-01,3.1195532
1988-11-01,3.0438255
1988-12-01,3.2705519
1989-01-01,3.2522086
1989-02-01,3.4107659
1989-03-01,3.4665077
1989-04-01,4.0567583
1989-05-01,4.5063594
1989-06-01,4.4537932
1989-07-01,3.9023212
1989-08-01,3.7337629
1989-09-01,3.9695677
1989-10-01,3.9351917
1989-11-01,3.8626916
1989-12-01,3.9212537
1990-01-01,3.8222423
1990-02-01,3.3671184
1990-03-01,4.4317957
1990-04-01,4.5271299
1990-05-01,4.306266
1990-06-01,3.723638
1990-07-01,4.2893189
1990-08-01,3.9024277
1990-09-01,2.8532794
1990-10-01,2.5751771
1990-11-01,2.0646565
1990-12-01,2.0894376
1991-01-01,2.6883276
1991-02-01,3.005898
1991-03-01,2.8324823
1991-04-01,3.4151165
1991-05-01,3.1527912
1991-06-01,2.9628444
1991-07-01,2.8635075
1991-08-01,2.7017628
1991-09-01,2.6341698
1991-10-01,2.1585658
1991-11-01,2.0656466
1991-12-01,1.6402663
1992-01-01,1.5042928
1992-02-01,1.4546552
1992-03-01,1.3698845
1992-04-01,1.7498465
1992-05-01,1.4915908
1992-06-01,1.2528546
1992-07-01,1.2538584
1992-08-01,1.0686998
1992-09-01,0.98347453
1992-10-01,0.7363209
1992-11-01,0.90703369
1992-12-01,1.0995671
1993-01-01,0.90345318
1993-02-01,0.79552367
1993-03-01,0.55103927
1993-04-01,0.71185854
1993-05-01,0.60491925
1993-06-01,1.255523
1993-07-01,0.83848638
1993-08-01,0.91406765
1993-09-01,0.76919008
1993-10-01,0.53441071
1993-11-01,0.7285159
1993-12-01,0.9479423
1994-01-01,0.88858704
1994-02-01,0.77513982
1994-03-01,0.33699727
1994-04-01,1.3045958
1994-05-01,1.5501175
1994-06-01,1.2538336
1994-07-01,1.4802181
1994-08-01,1.9961504
1994-09-01,2.0310184
1994-10-01,2.0309461
1994-11-01,2.0408986
1994-12-01,2.0140173
1995-01-01,2.3298281
1995-02-01,2.2573042
1995-03-01,2.1612793
1995-04-01,2.3622199
1995-05-01,3.7109336
1995-06-01,3.1098834
1995-07-01,2.4353503
1995-08-01,2.5183955
1995-09-01,2.2031453
1995-10-01,2.5276761
1995-11-01,2.3271758
1995-12-01,3.0543954
1996-01-01,2.4165334
1996-02-01,2.1435853
1996-03-01,2.5956556
1996-04-01,2.5876947
1996-05-01,2.3053951
1996-06-01,2.3764757
1996-07-01,2.6780608
1996-08-01,2.453701
1996-09-01,2.6742896
1996-10-01,2.3609157
1996-11-01,2.1534349
1996-12-01,2.4536111
1997-01-01,2.14983
1997-02-01,1.9537913
1997-03-01,2.4280658
1997-04-01,2.5834109
1997-05-01,2.5978435
1997-06-01,2.7749769
1997-07-01,2.9319809
1997-08-01,2.6466489
1997-09-01,2.8485872
1997-10-01,2.3329707
1997-11-01,2.1666538
1997-12-01,2.8352971
1998-01-01,2.6558134
1998-02-01,2.5306453
1998-03-01,2.6992495
1998-04-01,2.7072266
1998-05-01,2.5977446
1998-06-01,2.8698655
1998-07-01,2.2665315
1998-08-01,2.3461652
1998-09-01,2.2396001
1998-10-01,2.1176994
1998-11-01,2.0197782
1998-12-01,2.3639566
1999-01-01,1.9775485
1999-02-01,1.9074241
1999-03-01,2.4333445
1999-04-01,2.5024299
1999-05-01,2.1618375
1999-06-01,3.4490384
1999-07-01,2.5459072
1999-08-01,2.6316378
1999-09-01,2.7154129
1999-10-01,2.2576701
1999-11-01,2.1669458
1999-12-01,1.844043
2000-01-01,2.6534989
2000-02-01,2.6396214
2000-03-01,2.65931
2000-04-01,2.895699
2000-05-01,2.788998
2000-06-01,1.9782496
2000-07-01,3.3533364
2000-08-01,3.2388842
2000-09-01,3.0037547
2000-10-01,3.0465728
2000-11-01,2.7562754
2000-12-01,2.3188388
2001-01-01,3.1255613
2001-02-01,2.8342522
2001-03-01,3.6173011
2001-04-01,2.3977764
2001-05-01,1.8632221
2001-06-01,1.4453971
2001-07-01,1.692817
2001-08-01,1.5937315
2001-09-01,0.25169635
2001-10-01,1.0254736
2001-11-01,1.0557458
2001-12-01,-0.19812037
2002-01-01,0.7873759
2002-02-01,0.85551172
2002-03-01,1.0803957
2002-04-01,0.53216094
2002-05-01,0.1082215
2002-06-01,0.44413012
2002-07-01,0.25558851
2002-08-01,0.18227988
2002-09-01,-0.01541029
2002-10-01,-0.19993985
2002-11-01,-0.27816716
2002-12-01,-0.06171805
2003-01-01,-0.19006412
2003-02-01,-0.18728049
2003-03-01,-0.17478652
2003-04-01,-0.10768997
2003-05-01,0.08037008
2003-06-01,-1.2220189
2003-07-01,-0.09244847
2003-08-01,0.09684109
2003-09-01,0.05638458
2003-10-01,-0.19647062
2003-11-01,-0.16354861
2003-12-01,-0.60214837
2004-01-01,-0.13765171
2004-02-01,-0.40138788
2004-03-01,-0.06433799
2004-04-01,-0.41226559
2004-05-01,-0.50688531
2004-06-01,-0.99233744
2004-07-01,-0.44661319
2004-08-01,-0.49146606
2004-09-01,-1.3323849
2004-10-01,-0.21069296
2004-11-01,-0.0437757
2004-12-01,1.1770015
2005-01-01,0.34105223
2005-02-01,0.53033359
2005-03-01,0.58317037
2005-04-01,0.48126552
2005-05-01,0.66765132
2005-06-01,0.82656544
2005-07-01,1.091236
2005-08-01,1.271347
2005-09-01,1.9752641
2005-10-01,1.1813055
2005-11-01,1.2722723
2005-12-01,0.86637481
2006-01-01,2.0226777
2006-02-01,2.1201459
2006-03-01,3.246409
2006-04-01,2.0911709
2006-05-01,2.2952525
2006-06-01,2.3841245
2006-07-01,2.1645871
2006-08-01,2.153258
2006-09-01,2.7697787
2006-10-01,2.8277534
2006-11-01,3.3534887
2006-12-01,3.4453264
2007-01-01,2.294261
2007-02-01,2.4827834
2007-03-01,2.0810997
2007-04-01,2.0617647
2007-05-01,1.4530358
2007-06-01,1.0868654
2007-07-01,1.9074841
2007-08-01,2.1308389
2007-09-01,1.8061964
2007-10-01,1.7092106
2007-11-01,2.1927741
2007-12-01,1.4931414
2008-01-01,1.1205579
2008-02-01,0.29817483
2008-03-01,0.63290718
2008-04-01,0.06574427
2008-05-01,-0.38171377
2008-06-01,-0.36084469
2008-07-01,-0.81728214
2008-08-01,-1.4738705
2008-09-01,-1.016002
2008-10-01,1.1947825
2008-11-01,2.7838687
2008-12-01,2.5489929
2009-01-01,2.0270346
2009-02-01,2.0787439
2009-03-01,3.2452505
2009-04-01,0.06938378
2009-05-01,0.06749577
2009-06-01,0.48903207
2009-07-01,-0.10306189
2009-08-01,-0.96508483
2009-09-01,-1.8867063
2009-10-01,-0.80983562
2009-11-01,-1.0056144
2009-12-01,-1.2196567
2010-01-01,-0.81215137
2010-02-01,-1.0673252
2010-03-01,-1.6183063
2010-04-01,-0.44425119
2010-05-01,-0.50458009
2010-06-01,-0.38416424
2010-07-01,-0.07004565
2010-08-01,-0.68622794
2010-09-01,-0.13733499
2010-10-01,-1.0022379
2010-11-01,-1.1654831
2010-12-01,-0.93692711
2011-01-01,-1.1089811
2011-02-01,-1.373086
2011-03-01,-1.5335463
2011-04-01,-1.4687821
2011-05-01,-2.1228984
2011-06-01,-2.0438566
2011-07-01,-2.5660386
2011-08-01,-1.2961883
2011-09-01,-0.74655287
2011-10-01,-1.5956564
2011-11-01,-1.6411563
2011-12-01,-1.9541367
2012-01-01,-1.5949972
2012-02-01,-1.662549
2012-03-01,-1.3275764
2012-04-01,-1.873893
2012-05-01,-1.2500145
2012-06-01,-0.35978255
2012-07-01,-1.2109077
2012-08-01,-1.1657948
2012-09-01,-2.1246725
2012-10-01,-1.6792467
2012-11-01,-1.5182398
2012-12-01,-2.4897123
2013-01-01,-1.1161637
2013-02-01,-0.94603683
2013-03-01,0.4888702
2013-04-01,-0.77068502
2013-05-01,-0.51296752
2013-06-01,-0.68342236
2013-07-01,-0.16887147
2013-08-01,-1.573045
2013-09-01,-1.3560346
2013-10-01,-1.0756253
2013-11-01,-1.0172945
2013-12-01,-1.9145737
2014-01-01,-1.3452525
2014-02-01,-1.4015135
2014-03-01,-0.87407667
2014-04-01,-1.3215843
2014-05-01,-1.5203879
2014-06-01,-1.1902893
2014-07-01,-1.7835622
2014-08-01,-1.3198803
2014-09-01,-1.9720523
2014-10-01,-1.1100793
2014-11-01,-0.34990728
2014-12-01,-2.5032918
2015-01-01,1.1239749
2015-02-01,1.5423693
2015-03-01,0.91614976
2015-04-01,-0.83404213
2015-05-01,-0.98806997
2015-06-01,-1.18205955
2015-07-01,-1.264703
2015-08-01,-1.3028805
2015-09-01,-1.7461364
2015-10-01,-0.84535881
2015-11-01,-0.73988133
2015-12-01,-0.72996474
2016-01-01,-0.8721907
2016-02-01,-0.21080726
2016-03-01,0.20280334
2016-04-01,-1.18731654
2016-05-01,-1.1736869
2016-06-01,-0.55190959
2016-07-01,-1.50103723
2016-08-01,-1.41616467
2016-09-01,-2.20417488
2016-10-01,-1.65360405
2016-11-01,-1.88065568
2016-12-01,-2.25275783
2017-01-01,-1.37086914
2017-02-01,-1.18188446
2017-03-01,-0.15871639
2017-04-01,-0.56455297
2017-05-01,-0.40602435
2017-06-01,0.68431521
2017-07-01,-0.44468298
2017-08-01,-0.37064119
2017-09-01,-1.01705756
2017-10-01,-0.83785636
2017-11-01,-0.98384247
2017-12-01,-2.81708626
2018-01-01,-0.7772657
2018-02-01,-0.83055203
2018-03-01,1.34333197
2018-04-01,0.77551332
2018-05-01,0.43880137
2018-06-01,0.75638472
2018-07-01,-0.1297353
2018-08-01,-0.11489998
2018-09-01,-0.68478285
2018-10-01,-0.1819306
2018-11-01,0.11522289
2018-12-01,0.48206827
2019-01-01,0.59518209
2019-02-01,0.56831863
2019-03-01,5.6999287
2019-04-01,3.11685814
2019-05-01,1.86934498
2019-06-01,1.84771863
2019-07-01,1.0521675
2019-08-01,0.64538988
2019-09-01,0.28409933
2019-10-01,-0.04052344
2019-11-01,-0.22348679
2019-12-01,-0.28927221
2020-01-01,-0.59602385
2020-02-01,-0.54217106
2020-03-01,3.35421645
2020-04-01,3.23944367
2020-05-01,2.87932085
2020-06-01,1.41774102
2020-07-01,-0.74405804
2020-08-01,-1.24438508
2020-09-01,-1.31528359
2020-10-01,-1.20327548
2020-11-01,-1.34746957
2020-12-01,-1.83847259
2021-01-01,-1.61108806
2021-02-01,-2.03085035
2021-03-01,-1.50202356
2021-04-01,-1.52838991
2021-05-01,-1.70438715
2021-06-01,-1.92139542
2021-07-01,-2.01792543
2021-08-01,-3.20561303
2021-09-01,-3.47182721
2021-10-01,-1.84043425
2021-11-01,-2.60001778
2021-12-01,-2.92875407
2022-01-01,-2.23245881
2022-02-01,-2.64867235
2022-03-01,-2.9980438
2022-04-01,-3.28578549
2022-05-01,-3.25642212
2022-06-01,-3.96642481
2022-07-01,-1.40330475
2022-08-01,-1.47068045
2022-09-01,-2.58910241
2022-10-01,0.02713679
2022-11-01,0.2496431
2022-12-01,0.8279474
2023-01-01,1.35596652
2023-02-01,1.43385141
2023-03-01,2.60005624
2023-04-01,1.24802557
2023-05-01,1.14790584
2023-06-01,8.00560278
2023-07-01,5.10470969
2023-08-01,4.30642606
2023-09-01,3.32253749
2023-10-01,3.1828759
2023-11-01,2.78276472
2023-12-01,1.58757539
